Rank	Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales
15354	Chicken Hunter	0.02	0	0	0
15355	Hakuoki: Shinkai - Furi no Shou	0	0	0.02	0
15356	Demolition Company: Gold Edition	0	0.02	0	0
15357	Headhunter: Redemption	0.02	0	0	0
15358	Onechanbara Special	0	0	0.02	0
15359	Daikaijuu Battle: Ultra Coliseum	0	0	0.02	0
15360	Saki: Achiga-Hen Portable	0	0	0.02	0
15361	Bella Sara 2 - The Magic of Drasilmare	0	0.02	0	0
15362	Minna de Dokusho: Keatai Shousetsu Desu	0	0	0.02	0
15363	Polar Bowler	0.02	0	0	0
15364	Prehistorik Man	0.01	0.01	0	0
15365	F1 2002				
15366	Chicago Enforcer	0.02	0	0	0
15367	Jinguuji Saburou DS: Akai Chou	0	0	0.02	0
15368	Dance Dance Revolution Extra Mix	0	0	0.02	0
15369	UnchainBlades EXXiV	0	0	0.02	0
15370	Princess Isabella: A Witch's Curse	0.02	0	0	0
15371	Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou	0	0	0.02	0
15372	The Legend of Heroes: Trails in the Sky Third Chapter	0	0	0.02	0
15373	Pippa Funnell: Ranch Rescue	0	0.02	0	0
15374	Jewel Link: Galactic Quest	0	0.02	0	0
15375	Super Bowling	0.02	0	0	0
15376	Rat Attack!	0.02	0	0	0
15377	Kawaii Koinu DS 3	0	0	0.02	0
15378	Chuugen no Hasha: Sangoku Shouseiden	0	0	0.02	0
15379	Chevrolet Camaro: Wild Ride	0.02	0	0	0
15380	The Sims 2: Happy Holiday Stuff	0.01	0.01	0	0
15381	Largo Winch .// Commando Sar	0.01	0.01	0	0
15382	Joker no Kuni no Alice: Wonderful Wonder World	0	0	0.02	0
15383	Cross Treasures	0	0	0.02	0
15384	Ruff Trigger: The Vanocore Conspiracy	0.01	0.01	0	0
15385	Silent Bomber	0.01	0.01	0	0
15386	Samurai & Dragons	0	0	0.02	0
15387	TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7	0	0	0.02	0
15388	Elminage Original: Majo to Megami to Kamigami no Yubiwa	0	0	0.02	0
15389	TalkMan	0	0	0.02	0
15390	XGRA: Extreme G Racing Association	0.02	0	0	0
15391	Uta no * Prince-Sama	0	0	0.02	0
15392	Ridge Racer Unbounded	0	0.02	0	0
15393	Elminage Gothic: Ulm Zakir to Yami no Gishiki	0	0	0.02	0
15394	Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator	0	0	0.02	0
15395	Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!	0	0	0.02	0
15396	Invizimals: The Resistance	0	0.02	0	0
15397	Anima - Gate of Memories	0	0.02	0	0
15398	B-17: Fortress in the Sky	0.02	0	0	0
15399	Mushishi: Amefuru Sato	0	0	0.02	0
15400	Arcana Famiglia: Vascello Phantasma no Majutsushi	0	0	0.02	0
15401	The Legend of Heroes: Trails in the Sky Second Chapter	0	0	0.02	0
15402	Motocross Mania 3	0.01	0	0	0
15403	Psycho-Pass: Mandatory Happiness	0	0.01	0.01	0
15404	ESPN MLS ExtraTime 2002	0.02	0	0	0
15405	Winning Post 7: Maximum 2007	0	0	0.02	0
15406	Resident Evil: Umbrella Corps	0	0	0.02	0
15407	Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days	0	0	0.02	0
15408	Vitamin R	0	0	0.02	0
15409	Fist of the North Star: Ken's Rage 2	0	0	0.02	0
15410	Maximum Racing: Crash Car Racer	0.01	0.01	0	0
15411	Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation	0.01	0.01	0	0
15412	Deus Ex: Mankind Divided	0	0.02	0	0
15413	Guitar Freaks V2 & DrumMania V2	0	0	0.02	0
15414	Backyard Baseball '09	0.01	0.01	0	0
15415	Puzzle City	0.02	0	0	0
15416	Gakuen K: Wonderful School Days	0	0	0.02	0
15417	Worms	0	0.02	0	0
15418	RollerCoaster Tycoon World	0	0.02	0	0
15419	Pastel Chime Continue	0	0	0.02	0
15420	Trapped Dead	0	0.02	0	0
15421	Super Fruit Fall	0.01	0	0	0
15422	Zwei!!	0	0	0.02	0
15423	Pump It Up: Exceed	0.01	0	0	0
15424	Ro-Kyu-Bu! Lost Secret	0	0	0.02	0
15425	CV Casting Voice	0	0	0.02	0
15426	Littlest Pet Shop	0	0.02	0	0
15427	Net High	0	0	0.02	0
15428	Malice	0.01	0.01	0	0
15429	Defendin' De Penguin	0.02	0	0	0
15430	The Sims 2: Family Fun Stuff	0	0.01	0	0
15431	Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection	0	0	0.02	0
15432	Worldwide Soccer Manager 2007	0	0.02	0	0
15433	Heroes of the Pacific	0	0.02	0	0
15434	Kokoro Connect: Yochi Random	0	0	0.02	0
15435	Tenkai Knights: Brave Battle	0.01	0.01	0	0
15436	Mount & Blade: Warband	0.01	0.01	0	0
15437	Horrid Henry: Missions of Mischief	0	0.02	0	0
15438	Dark Tales: Edgar Allan Poe's The Premature Burial	0	0.02	0	0
15439	Painkiller: Hell & Damnation	0	0.01	0	0
15440	Resident Evil Zero	0.01	0.01	0	0
15441	Warship Gunner 2 Portable	0	0	0.02	0
15442	Nervous Brickdown	0	0.01	0	0
15443	Downtown Nekketsu Jidaigek	0	0	0.02	0
15444	Mini Ninjas	0	0.02	0	0
15445	Legend of Kay Anniversary	0	0.02	0	0
15446	NHL 09	0	0.02	0	0
15447	Spanish for Everyone!	0.02	0	0	0
15448	Battle Princess of Arcadias	0	0	0.02	0
15449	Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version	0	0	0.02	0
15450	Germany's Next Topmodel 2011	0	0.02	0	0
15451	Uchuu Keiji Tamashii: The Space Sheriff Spirits	0	0	0.02	0
15452	Angelique Retour	0	0	0.02	0
15453	Winx Club: Saving Alfea	0.02	0	0	0
15454	UFO: Trilogy	0	0.02	0	0
15455	Mount & Blade Collection	0	0.02	0	0
15456	Car Battler Joe	0.01	0.01	0	0
15457	Vietcong	0	0.02	0	0
15458	StormLover Karen!!	0	0	0.02	0
15459	Digimon Rumble Arena 2	0.01	0	0	0
15460	Steins				
15461	Ten Pin Alley 2	0.02	0	0	0
15462	Coded Soul: Uke Keigareshi Idea	0	0	0.02	0
15463	Starship Troopers	0	0.02	0	0
15464	AIR	0	0	0.02	0
15465	Crysis: Warhead	0	0.02	0	0
15466	Hana to Otome ni Shukufuku o: Harekaze no Okurimono	0	0	0.02	0
15467	Dino Dini's Kick Off Revival	0	0.02	0	0
15468	Garfield Gets Real	0	0.02	0	0
15469	Mighty No. 9	0.01	0.01	0	0
15470	Atlantic Quest	0	0.02	0	0
15471	Tycoon City: New York	0	0.02	0	0
15472	TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5	0	0	0.02	0
15473	Agatha Christie: The ABC Murders	0	0.02	0	0
15474	Virtua Pro Football	0	0	0.02	0
15475	Date-A-Live Twin Edition: Rio Reincarnation	0	0	0.02	0
15476	Adidas Power Soccer 98	0.01	0.01	0	0
15477	Natsuiro High School: Seishun Hakusho	0	0	0.02	0
15478	Black Rose Valkyrie	0	0	0.02	0
15479	Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales)	0	0	0.02	0
15480	Heroes VS	0	0	0.02	0
15481	Kazoku Keikaku	0	0	0.02	0
15482	Sotsugyou II: Neo Generation Special	0	0	0.02	0
15483	Transformers: Revenge of the Fallen (XBox 360				
15484	Agatha Christie's The ABC Murders	0.01	0.01	0	0
15485	Tom Clancy's Splinter Cell Classic Trilogy HD	0.02	0	0	0
15486	Aoishiro	0	0	0.02	0
15487	Rainbow Islands Revolution	0.01	0	0	0
15488	Warhammer 40				
15489	Virtual Kasparov	0.01	0.01	0	0
15490	Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.	0.01	0	0	0
15491	Dynasty Warriors 8: Empires	0	0	0.02	0
15492	Mary King's Riding School	0	0.02	0	0
15493	Devil Survivor: Over Clock	0	0	0.02	0
15494	PC Engine Best Collection: Tengai Makyou Collection	0	0	0.02	0
15495	Commandos 3: Destination Berlin	0	0.02	0	0
15496	Otoko Yukaku	0	0	0.02	0
15497	Speed Kings	0.01	0	0	0
15498	Spirits and Demons: 5 Game Pack	0	0.02	0	0
15499	Rose to Tasogare no Kojou	0	0	0.02	0
15500	Army Rescue	0.02	0	0	0
15501	Azada	0	0.02	0	0
15502	ESPN MLS ExtraTime 2002	0.01	0	0	0
15503	Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome	0	0	0.02	0
15504	Dreamer Series: Horse Trainer	0.02	0	0	0
15505	Hogs of War	0.01	0.01	0	0
15506	Katekyoo Hitman Reborn! Dream Hyper Battle!	0	0	0.02	0
15507	Muchi Muchi Pork & Pink Sweets	0	0	0.02	0
15508	Point Blank 3	0.01	0.01	0	0
15509	Meiji Toukyou Renka	0	0	0.02	0
15510	Sengoku Basara: Sanada Yukimura-Den	0	0	0.02	0
15511	Hakuoki: Shinkai - Hana no Shou	0	0	0.02	0
15512	Mushihimesama	0	0	0.02	0
15513	Uru: Ages Beyond Myst	0	0.02	0	0
15514	Higurashi no Naku Koro ni: Jan	0	0	0.02	0
15515	Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira	0	0	0.02	0
15516	Elvandia Story	0	0	0.02	0
15517	Triggerheart Excelica Enhanced	0	0	0.02	0
15518	Puzzle Star Sweep	0.01	0.01	0	0
15519	Battle Spirits: Kiseki no Hasha	0	0	0.02	0
15520	X-Plane 10 Global	0	0.02	0	0
15521	Chrysler Classic Racing	0.02	0	0	0
15522	The Conveni 4	0	0	0.02	0
15523	The Cheetah Girls	0.01	0	0	0
15524	Charlie's Angels	0.01	0	0	0
15525	WRC 2: FIA World Rally Championship	0	0.01	0	0
15526	uDraw Studio: Instant Artist	0.01	0.01	0	0
15527	Seitokai no Ichizon: DS-suru Seitokai	0	0	0.02	0
15528	Teenage Mutant Ninja Turtles Double Pack	0.01	0	0	0
15529	Prism Ark: Awake	0	0	0.02	0
15530	Rozen Maiden: Duellwalzer	0	0	0.02	0
15531	Rugby 06	0.01	0	0	0
15532	Marvel Avengers: Battle for Earth	0.02	0	0	0
15533	Winter Blast: 9 Snow & Ice Games	0.02	0	0	0
15534	Natsuiro High School: Seishun Hakusho	0	0	0.02	0
15535	Kamen Rider: Battride War II	0	0	0.02	0
15536	Shrek / Shark Tale Game Boy Advance Video	0.01	0	0	0
15537	Urban Chaos: Riot Response	0.01	0	0	0
15538	Ginga Fukei Densetsu: Sapphire	0	0	0.02	0
15539	Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!	0	0	0.02	0
15540	The Mummy	0.01	0	0	0
15541	Guitar Freaks V3 & DrumMania V3	0	0	0.02	0
15542	The Talos Principle	0	0.02	0	0
15543	The Crow: City of Angels	0.01	0.01	0	0
15544	Legendary	0	0.01	0	0
15545	Snow Portable	0	0	0.02	0
15546	Poyo Poyo Kansatsu Nikki	0	0	0.02	0
15547	Jinsei Game DS	0	0	0.02	0
15548	Guitar Freaks & DrumMania: Masterpiece Gold	0	0	0.02	0
15549	Broken Sword: The Sleeping Dragon	0.01	0	0	0
15550	Reversal Challenge	0.02	0	0	0
15551	Wild West Shootout	0.01	0.01	0	0
15552	Miyako	0	0	0.02	0
15553	Motto NUGA-CEL!	0	0	0.02	0
15554	Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)	0	0	0.02	0
15555	11eyes: CrossOver	0	0	0.02	0
15556	Super Dodge Ball	0	0	0.02	0
15557	Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi	0	0	0.02	0
15558	Gon: BakuBakuBakuBaku Adventure	0	0	0.02	0
15559	Style Book: Junior City	0	0	0.02	0
15560	Amatsumi Sora ni! Kumo no Hatate ni	0	0	0.02	0
15561	Garfield's Nightmare	0.01	0	0	0
15562	Earth Seeker	0	0	0.02	0
15563	Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special	0	0	0.02	0
15564	Lovely x Cation 1 & 2	0	0	0.02	0
15565	Barbie as the Princess and the Pauper	0.01	0	0	0
15566	Blood Bowl: Legendary Edition	0	0.01	0	0
15567	Tantei Opera: Milky Holmes	0	0	0.02	0
15568	Pirates of the Burning Sea	0	0.01	0	0
15569	TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8	0	0	0.02	0
15570	Mary King's Riding School 2	0	0.02	0	0
15571	Micro Machines V4	0.01	0	0	0
15572	Entaku no Seito: The Eternal Legend	0	0	0.02	0
15573	New Atelier Rorona: Hajimari no Monogatari	0	0	0.02	0
15574	WorldShift	0.02	0	0	0
15575	The Crew: Wild Run	0	0.02	0	0
15576	Casper's Scare School: Spooky Sports Day	0.02	0	0	0
15577	7 Roses: A Darkness Rises	0	0.02	0	0
15578	My Hero: Doctor	0.02	0	0	0
15579	Sega Ages 2500 Series Vol. 29: Monster World Complete Collection	0	0	0.02	0
15580	Bakumatsu Rock: Ultra Soul	0	0	0.02	0
15581	Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses	0	0	0.02	0
15582	Cabela's Alaskan Adventure	0.01	0.01	0	0
15583	Elf Bowling 1 & 2	0.02	0	0	0
15584	Niko Puchi Girls Runway	0	0	0.02	0
15585	MotoGP 14	0	0.01	0	0
15586	Bomberman 2	0	0.01	0	0
15587	Arabians Lost: The Engagement on Desert	0	0	0.02	0
15588	Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen	0	0	0.02	0
15589	Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi	0	0	0.02	0
15590	Gakken DS: Shin TOEIC Test Kanzen Kouryaku	0	0	0.02	0
15591	SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen	0	0	0.02	0
15592	Peggle Nights	0	0.01	0	0
15593	Starry ? Sky: After Summer	0	0	0.02	0
15594	Puzzle Guzzle	0.02	0	0	0
15595	ESPN NFL Primetime 2002	0.01	0	0	0
15596	Gallop Racer Inbreed	0	0	0.02	0
15597	Myth Makers: Super Kart GP	0.01	0	0	0
15598	Red Ninja: End of Honor	0.01	0	0	0
15599	Ketsui: Kizuna Jigoku Tachi Extra	0	0	0.02	0
15600	Frisbee Disc Freestyle / Frisbee Disc Golf	0.02	0	0	0
15601	Call of Duty: Modern Warfare Trilogy	0	0.01	0	0
15602	The King of Fighters Collection: The Orochi Saga (JP sales)	0	0	0.02	0
15603	Emergency 2012	0	0.02	0	0
15604	Command & Conquer 3: Kane's Wrath	0	0.01	0	0
15605	Suzumiya Haruhi-Chan no Mahjong	0	0	0.02	0
15606	Tsuki no Hikari: Shizumeru Kane no Satsujin	0	0	0.02	0
15607	Aqua Panic!	0.01	0.01	0	0
15608	James Bond 007: Blood Stone	0.02	0	0	0
15609	Writing and Speaking Beautiful Japanese DS	0	0	0.02	0
15610	Sega Ages 2500 Series Vol. 26: Dynamite Deka	0	0	0.02	0
15611	Kong: The Animated Series	0.01	0	0	0
15612	Heavy Fire: Afghanistan	0.02	0	0	0
15613	Let's Dance with Mel B	0	0.02	0	0
15614	Agatha Christie: Death on the Nile	0	0.01	0	0
15615	The Crew: Wild Run	0	0.02	0	0
15616	Toukiden 2	0	0	0.02	0
15617	Koisuru Otome to Shugo no Tate Portable	0	0	0.02	0
15618	PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana	0	0	0.02	0
15619	Nodame Cantabile: Tanoshii Ongaku no Jikan Desu	0	0	0.02	0
15620	Iridium Runners	0.01	0.01	0	0
15621	Ben 10 Omniverse 2	0	0.02	0	0
15622	Shounen Onmyouji: Tsubasa Yoima				
15623	Bakumatsu Renka: Karyuu Kenshi-den	0	0	0.02	0
15624	Dancing on Ice	0	0.02	0	0
15625	Tiny Toon Adventures: Wacky Stackers	0.01	0	0	0
15626	Princess Frontier Portable	0	0	0.02	0
15627	Rock Blast	0.02	0	0	0
15628	Touch Detective (JP sales)	0	0	0.02	0
15629	Tomb Raider: Legend	0	0.01	0	0
15630	Emergency Mayhem	0.02	0	0	0
15631	Rising Zan: The Samurai Gunman	0.01	0.01	0	0
15632	Mai-Otome Hime: Otome Butou Shi	0	0	0.02	0
15633	Robopon 2: Cross Version	0.01	0	0	0
15634	TMNT: Mutant Melee	0.01	0	0	0
15635	Ultimate Puzzle Games	0.01	0	0	0
15636	Combat Flight Simulator 3: Battle for Europe	0.01	0.01	0	0
15637	Kimikare: New Semester	0	0	0.02	0
15638	Katekyoo Hitman Reborn! Kindan no Yami no Delta	0	0	0.02	0
15639	Haneru no Tobira Wii: Girigirissu	0	0	0.02	0
15640	RoboCop	0.01	0	0	0
15641	Elminage II: Sousei no Megami to Unmei no Daichi	0	0	0.02	0
15642	Lara Croft and the Temple of Osiris	0	0.02	0	0
15643	Final Fantasy XIV: Heavensward	0.01	0.01	0	0
15644	Grisaia no Rakuen: Le Eden de la Grisaia	0	0	0.02	0
15645	Blazing Souls	0	0	0.02	0
15646	Seinaru Kana: Orichalcum no Na no Motoni	0	0	0.02	0
15647	NHL 2K3	0.01	0	0	0
15648	PDC World Championship Darts 2009	0	0.02	0	0
15649	Tour de France 2014	0	0.02	0	0
15650	The Hustle: Detroit Streets	0.01	0	0	0
15651	Tail of the Sun	0.01	0.01	0	0
15652	Canada Hunt	0.02	0	0	0
15653	Space Channel 5: Ulala's Cosmic Attack	0.01	0	0	0
15654	Airline Tycoon	0	0.01	0	0
15655	Virtua Quest	0.01	0.01	0	0
15656	Disney Sports Basketball	0.01	0	0	0
15657	Bejeweled Blitz	0	0.01	0	0
15658	Ozzy & Drix	0.01	0	0	0
15659	Barnyard Blast: Swine of the Night	0.02	0	0	0
15660	SBK09 Superbike World Championship	0	0.01	0	0
15661	Song of the Deep	0.02	0	0	0
15662	Yamasa Digi World SP: Moeyo! Kung Fu Shukujo	0	0	0.02	0
15663	Nobunaga no Yabou: Soutensoku with Power-Up Kit	0	0	0.02	0
15664	Disney Sports Football	0.01	0	0	0
15665	Castle Shikigami 2	0.01	0.01	0	0
15666	Wizardry Twin Pack	0	0	0.02	0
15667	Rabbids Invasion: The Interactive TV Show	0	0.01	0	0
15668	Moe Star: Moeru Toudai Eigojuku	0	0	0.02	0
15669	Gadget Racers (PAL)	0	0	0.02	0
15670	Pulse Racer	0.01	0	0	0
15671	Freestyle Metal X	0.01	0	0	0
15672	Tegami Bachi: Kokoro Tsumugu Mono e	0	0	0.02	0
15673	NEVES	0.01	0	0	0
15674	Unreal Tournament 2004	0	0.01	0	0
15675	NBA 07	0.01	0.01	0	0
15676	Antiphona no Seikahime: Tenshi no Gakufu Op.A	0	0	0.02	0
15677	Rogue Trooper	0.01	0	0	0
15678	Spirits & Spells	0.01	0	0	0
15679	TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2	0	0	0.02	0
15680	Balls of Fury	0.02	0	0	0
15681	50 Classic Games	0	0.02	0	0
15682	The Longest Journey	0	0.01	0	0
15683	Eyeshield 21: Portable Edition	0	0	0.02	0
15684	Stronghold Legends	0	0.01	0	0
15685	Kabushiki Baibai Trainer: Kabutore! Next	0	0	0.02	0
15686	Machi: Unmei no Kousaten	0	0	0.02	0
15687	Winning Post 8 2016	0	0	0.02	0
15688	Golden Nugget Casino DS	0.02	0	0	0
15689	Machi-ing Maker 4	0	0	0.02	0
15690	World Class Rugby 2: Kokunai Gekitou Hen '93	0	0	0.02	0
15691	Pirates PlundArrr	0.02	0	0	0
15692	Robotics				
15693	Ketsui Death Label	0	0	0.02	0
15694	Prince of Stride	0	0	0.02	0
15695	Syberia II	0	0.01	0	0
15696	SD Gundam Force	0.01	0	0	0
15697	Mechanic Master 2	0.02	0	0	0
15698	Dungeons - The Dark Lord	0	0.01	0	0
15699	Clover no Kuni no Alice: Wonderful Wonder World	0	0	0.02	0
15700	Shonen Jump's Yu-Gi-Oh! GX Card Almanac	0	0	0.02	0
15701	Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock	0	0	0.02	0
15702	Lost: Via Domus	0	0.01	0	0
15703	Monster High 13 Wishes	0	0.02	0	0
15704	GA - Geijutsuka Art Design Class: Slapstick Wonder Land	0	0	0.02	0
15705	Planetarian: Chiisana Hoshi no Yume	0	0	0.02	0
15706	Roommate Asami: Okusama wa Joshikousei	0	0	0.02	0
15707	Cabbage Patch Kids: The Patch Puppy Rescue	0.01	0	0	0
15708	Sarah: Keeper of the Unicorn	0.02	0	0	0
15709	Pirates: Legend of the Black Buccaneer	0.01	0.01	0	0
15710	Back to the Future: The Game	0	0.02	0	0
15711	Post Mortem	0	0.01	0	0
15712	Ultraman Star Chronicles	0	0	0.02	0
15713	Ginga Tetsudou 999 DS	0	0	0.02	0
15714	TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3	0	0	0.02	0
15715	Amagoushi no Yakata	0	0	0.02	0
15716	Aedis Eclipse: Generation of Chaos	0.02	0	0	0
15717	This War of Mine	0	0.01	0	0
15718	Franklin: A Birthday Surprise	0.01	0.01	0	0
15719	Nil Admirari no Tenbin: Teito Genwaku Toukidan	0	0	0.02	0
15720	Without Warning	0.01	0	0	0
15721	Marvel Superheroes 3D: Grandmaster's Challenge	0	0.01	0	0
15722	Suzunone Seven: Rebirth Knot	0	0	0.02	0
15723	Arslan: The Warriors of Legend	0.01	0	0	0
15724	Hanayaka Kana				
15725	Zoids Dash	0	0	0.02	0
15726	Digimon Rumble Arena	0.01	0.01	0	0
15727	Vitamin X Evolution Plus	0	0	0.02	0
15728	Disciples III: Renaissance	0	0.01	0	0
15729	Revolution: 25th Anniversary Collection	0	0.02	0	0
15730	MX vs. ATV Supercross Encore	0.02	0	0	0
15731	Final Fight: Streetwise	0.01	0	0	0
15732	Goblin Commander: Unleash the Horde	0.01	0	0	0
15733	Super Speed Machines	0.02	0	0	0
15734	Nano Diver	0	0	0.02	0
15735	Elkrone no Atelier: Dear for Otomate	0	0	0.02	0
15736	DJ Star	0.01	0	0	0
15737	Top Gear RPM Tuning	0.01	0	0	0
15738	Cookie & Cream	0.01	0	0	0
15739	Memories Off: Yubikiri no Kioku	0	0	0.02	0
15740	Otometeki Koi Kakumei * Love Revo!! DS	0	0	0.02	0
15741	Clue / Mouse Trap / Perfection / Aggravation	0.02	0	0	0
15742	Football Manager 2007	0	0.01	0	0
15743	TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4	0	0	0.02	0
15744	Elven Legacy Collection	0	0.01	0	0
15745	My Ballet Studio	0.01	0	0	0
15746	Postman Pat: Special Delivery Service	0	0.01	0	0
15747	Cross + Channel	0	0	0.02	0
15748	LEGO Star Wars II: The Original Trilogy	0	0.01	0	0
15749	Summer Challenge: Athletics Tournament	0	0.01	0	0
15750	Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!	0	0	0.02	0
15751	Just Cause	0	0.01	0	0
15752	Abunai: Koi no Sousa Shitsu	0	0	0.02	0
15753	Blazing Angels: Squadrons of WWII	0.01	0	0	0
15754	Let's Yoga!	0	0	0.02	0
15755	Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne	0	0	0.02	0
15756	Memories Off: Yubikiri no Kikou	0	0	0.02	0
15757	L.G.S: Shinsetsu Houshinengi	0	0	0.02	0
15758	Battle Engine Aquila	0.01	0	0	0
15759	Turbo: Super Stunt Squad	0	0.02	0	0
15760	Hurry Up Hedgehog!	0.02	0	0	0
15761	Hands On! Tangrams	0.02	0	0	0
15762	Puzzle Chronicles	0.01	0	0	0
15763	Discworld II: Mortality Bytes!	0.01	0.01	0	0
15764	One Piece Mansion	0.01	0.01	0	0
15765	Uchi no 3 Shimai DS	0	0	0.02	0
15766	Divinity: Original Sin	0	0.02	0	0
15767	Soul Eater: Monotone Princess	0	0	0.02	0
15768	Strike Witches: Shirogane no Tsubasa	0	0	0.02	0
15769	Big Idea's VeggieTales: LarryBoy and the Bad Apple	0.01	0	0	0
15770	Still Life 2	0	0.01	0	0
15771	Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers	0	0	0.02	0
15772	Clock Zero: Shuuen no Ichibyou - ExTime	0	0	0.02	0
15773	Moujuutsukai to Oujisama	0	0	0.02	0
15774	Root Infinity Rexx	0	0	0.02	0
15775	Cube	0.02	0	0	0
15776	Shinseiki GPX Cyber Formula: Road To The INFINITY 4	0	0	0.02	0
15777	Army Men: Major Malfunction	0.01	0	0	0
15778	Dunamis 15	0	0	0.02	0
15779	Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense	0	0	0.02	0
15780	Worms World Party	0	0.01	0	0
15781	Yoake Yori Ruriiro na Portable	0	0	0.02	0
15782	Big Bass Fishing	0	0	0.02	0
15783	Reine des Fleurs	0	0	0.02	0
15784	Gears of War	0	0.01	0	0
15785	Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen	0	0	0.02	0
15786	Namco Museum 50th Anniversary (JP sales)	0	0	0.02	0
15787	Gummy Bears Magical Medallion	0.02	0	0	0
15788	Colin McRae Rally 2005	0	0.01	0	0
15789	Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+	0	0	0.02	0
15790	LEGO Star Wars: The Video Game	0	0.01	0	0
15791	Moshi				
15792	Dark Void	0	0.01	0	0
15793	Chou!! Super Nep League DS	0	0	0.02	0
15794	Irritating Stick	0.01	0.01	0	0
15795	WTA Tour Tennis	0.01	0	0	0
15796	Kaleidoeve	0	0	0.02	0
15797	Judge Dredd: Dredd Vs Death	0.01	0	0	0
15798	Star Trek: Legacy	0	0.01	0	0
15799	NHL 16	0	0.02	0	0
15800	Wall-E	0	0.01	0	0
15801	Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu	0	0	0.02	0
15802	Davis Cup Tennis	0.01	0	0	0
15803	Pro Rally	0.01	0	0	0
15804	XCOM 2	0.01	0.01	0	0
15805	Football Academy	0	0.01	0	0
15806	Kimi ni Todoke: Sodateru Omoi	0	0	0.02	0
15807	Call of Duty: Modern Warfare Trilogy	0.01	0.01	0	0
15808	Let's Pilates!	0.02	0	0	0
15809	Memories Off #5: Encore	0	0	0.02	0
15810	Brave Story: Boku no Kioku to Negai	0	0	0.02	0
15811	Zombie Hunters 2	0	0	0.02	0
15812	WRC 5: FIA World Rally Championship	0	0.02	0	0
15813	Custom Drive	0	0	0.02	0
15814	Ferrari: The Race Experience	0	0.01	0	0
15815	Tsuyo Kiss 2 Gakki: Swift Love	0	0	0.02	0
15816	Achtung Panzer: Kharkov 1943	0	0.01	0	0
15817	Konductra	0.02	0	0	0
15818	Samurai Jack: The Shadow of Aku	0.01	0	0	0
15819	Winning Post 7 2013	0	0	0.02	0
15820	Platypus	0.02	0	0	0
15821	Command & Conquer 4: Tiberian Twilight	0	0.01	0	0
15822	The Incredibles: Rise of the Underminer	0.01	0	0	0
15823	Winter Sports 3: The Great Tournament	0	0.01	0	0
15824	Farm Frenzy	0.01	0	0	0
15825	Ore wa Shoujo Mangaka	0	0	0.02	0
15826	Busou Renkin: Youkoso Papillon Park e	0	0	0.02	0
15827	A Vampyre Story	0	0.01	0	0
15828	Puyo Puyo Tetris	0	0	0.02	0
15829	Exhibition Volume 6	0.01	0	0	0
15830	Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu	0	0	0.02	0
15831	The Haunted: Hell's Reach	0.02	0	0	0
15832	Phoenix Wright: Ace Attorney Trilogy	0	0	0.02	0
15833	Kuma no Pooh-San: 100 Acre no Mori no Cooking Book	0	0	0.02	0
15834	LifeSigns: Surgical Unit	0.01	0.01	0	0
15835	I Love Horses: Rider's Paradise	0.02	0	0	0
